mgrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,inside_val_regions,inside_hassi,inside_marcellus,inside_permian
13SFR,2025-01-19,2025-01-19T17:35:49.024000+00:00,S2B_MSIL2A_20250119T173549_N0511_R055_T13SFR_20250119T213856,14.00291,False,0.0,USA,"POLYGON Z ((-103.9351201358 32.5328466262 0, -102.7664473221 32.5175186902 0, -102.7903481549 31.52767425620001 0, -103.9465240007 31.542427286 0, -103.9351201358 32.5328466262 0))",True,False,False,True
13SFR,2025-01-29,2025-01-29T17:34:59.024000+00:00,S2B_MSIL2A_20250129T173459_N0511_R055_T13SFR_20250129T213024,56.195027,True,0.0,USA,"POLYGON Z ((-103.9351201358 32.5328466262 0, -102.7664473221 32.5175186902 0, -102.7903481549 31.52767425620001 0, -103.9465240007 31.542427286 0, -103.9351201358 32.5328466262 0))",True,False,False,True
13SFS,2018-08-29,2018-08-29T17:29:01.024000+00:00,S2A_MSIL2A_20180829T172901_N0212_R055_T13SFS_20201103T113439,9.149525,False,0.001,USA,"POLYGON Z ((-103.9242337357 33.4349091884 0, -102.7436315804 33.4190467071 0, -102.76862412 32.4293591611 0, -103.9361587687 32.4446353942 0, -103.9242337357 33.4349091884 0))",True,False,False,True
13SFS,2020-08-08,2020-08-08T17:29:11.024000+00:00,S2A_MSIL2A_20200808T172911_N0212_R055_T13SFS_20200918T181006,0.245195,False,0.001,USA,"POLYGON Z ((-103.9242337357 33.4349091884 0, -102.7436315804 33.4190467071 0, -102.76862412 32.4293591611 0, -103.9361587687 32.4446353942 0, -103.9242337357 33.4349091884 0))",True,False,False,True
13SFS,2022-06-09,2022-06-09T17:29:11.024000+00:00,S2A_MSIL2A_20220609T172911_N0400_R055_T13SFS_20220611T072243,6.020879,False,0.001,USA,"POLYGON Z ((-103.9242337357 33.4349091884 0, -102.7436315804 33.4190467071 0, -102.76862412 32.4293591611 0, -103.9361587687 32.4446353942 0, -103.9242337357 33.4349091884 0))",True,False,False,True
13SFS,2024-08-17,2024-08-17T17:29:01.024000+00:00,S2A_MSIL2A_20240817T172901_N0511_R055_T13SFS_20240818T004950,0.414866,False,0.0,USA,"POLYGON Z ((-103.9242337357 33.4349091884 0, -102.7436315804 33.4190467071 0, -102.76862412 32.4293591611 0, -103.9361587687 32.4446353942 0, -103.9242337357 33.4349091884 0))",True,False,False,True
13SFS,2025-01-29,2025-01-29T17:34:59.024000+00:00,S2B_MSIL2A_20250129T173459_N0511_R055_T13SFS_20250129T213024,84.597856,True,0.0,USA,"POLYGON Z ((-103.9242337357 33.4349091884 0, -102.7436315804 33.4190467071 0, -102.76862412 32.4293591611 0, -103.9361587687 32.4446353942 0, -103.9242337357 33.4349091884 0))",True,False,False,True
13SFT,2017-09-18,2017-09-18T17:29:49.027000+00:00,S2B_MSIL2A_20170918T172949_N0212_R055_T13SFT_20210202T055310,2.251555,False,0.0,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SFT,2018-06-20,2018-06-20T17:31:21.024000+00:00,S2A_MSIL2A_20180620T173121_N0212_R055_T13SFT_20201012T002000,52.164767,False,0.001,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SFT,2021-01-03,2021-01-03T17:47:29.024000+00:00,S2B_MSIL2A_20210103T174729_N0212_R098_T13SFT_20210131T102248,3.134072,False,85.505,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SFT,2021-10-07,2021-10-07T17:31:19.024000+00:00,S2B_MSIL2A_20211007T173119_N0300_R055_T13SFT_20211008T064304,31.789264,True,0.001,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SFT,2022-08-01,2022-08-01T17:39:11.024000+00:00,S2A_MSIL2A_20220801T173911_N0400_R098_T13SFT_20220802T191647,13.644622,False,85.658,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SFT,2022-12-01,2022-12-01T17:37:09.024000+00:00,S2B_MSIL2A_20221201T173709_N0400_R055_T13SFT_20221203T121519,3e-06,True,0.001,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SFT,2023-05-05,2023-05-05T17:29:01.024000+00:00,S2A_MSIL2A_20230505T172901_N0509_R055_T13SFT_20230506T032903,0.151061,False,0.001,USA,"POLYGON Z ((-103.9128515066 34.3368370866 0, -102.7197772708 34.3204291115 0, -102.7459076226 33.3309012795 0, -103.925319748 33.3467110196 0, -103.9128515066 34.3368370866 0))",True,False,False,True
13SGR,2016-06-27,2016-06-27T17:22:52.027000+00:00,S2A_MSIL2A_20160627T172252_N0212_R012_T13SGR_20210211T234638,74.489379,False,0.0,USA,"POLYGON Z ((-102.871141153 32.5193348717 0, -101.7035354961 32.4941417267 0, -101.7387689153 31.5051737443 0, -102.8939237565 31.5294223274 0, -102.871141153 32.5193348717 0))",True,False,False,True
13SGR,2018-05-11,2018-05-11T17:29:01.024000+00:00,S2A_MSIL2A_20180511T172901_N0212_R055_T13SGR_20201012T083214,2.376532,True,6.7,USA,"POLYGON Z ((-102.871141153 32.5193348717 0, -101.7035354961 32.4941417267 0, -101.7387689153 31.5051737443 0, -102.8939237565 31.5294223274 0, -102.871141153 32.5193348717 0))",True,False,False,True
13SGR,2019-02-02,2019-02-02T17:25:31.024000+00:00,S2A_MSIL2A_20190202T172531_N0212_R012_T13SGR_20201007T132159,1.737974,False,36.525,USA,"POLYGON Z ((-102.871141153 32.5193348717 0, -101.7035354961 32.4941417267 0, -101.7387689153 31.5051737443 0, -102.8939237565 31.5294223274 0, -102.871141153 32.5193348717 0))",True,False,False,True
13SGR,2022-01-17,2022-01-17T17:26:51.024000+00:00,S2A_MSIL2A_20220117T172651_N0300_R012_T13SGR_20220118T122109,3.105339,False,36.571,USA,"POLYGON Z ((-102.871141153 32.5193348717 0, -101.7035354961 32.4941417267 0, -101.7387689153 31.5051737443 0, -102.8939237565 31.5294223274 0, -102.871141153 32.5193348717 0))",True,False,False,True
13SGR,2024-07-03,2024-07-03T17:28:59.024000+00:00,S2B_MSIL2A_20240703T172859_N0510_R055_T13SGR_20240705T193222,0.000753,False,6.781,USA,"POLYGON Z ((-102.871141153 32.5193348717 0, -101.7035354961 32.4941417267 0, -101.7387689153 31.5051737443 0, -102.8939237565 31.5294223274 0, -102.871141153 32.5193348717 0))",True,False,False,True
13SGS,2016-10-05,2016-10-05T17:22:52.026000+00:00,S2A_MSIL2A_20161005T172252_N0212_R012_T13SGS_20210213T074645,0.043403,False,55.349,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGS,2016-11-07,2016-11-07T17:35:32.026000+00:00,S2A_MSIL2A_20161107T173532_N0212_R055_T13SGS_20210413T232738,0.110212,True,0.0,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGS,2020-08-18,2020-08-18T17:29:01.025000+00:00,S2A_MSIL2A_20200818T172901_N0212_R055_T13SGS_20200822T114615,19.172607,False,0.001,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGS,2022-03-18,2022-03-18T17:20:41.024000+00:00,S2A_MSIL2A_20220318T172041_N0400_R012_T13SGS_20220319T083248,27.029184,False,53.782,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGS,2022-03-26,2022-03-26T17:28:59.024000+00:00,S2B_MSIL2A_20220326T172859_N0400_R055_T13SGS_20220327T034241,0.662941,True,0.001,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGS,2025-01-19,2025-01-19T17:35:49.024000+00:00,S2B_MSIL2A_20250119T173549_N0511_R055_T13SGS_20250119T213856,0.046692,False,53.303,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGS,2025-01-31,2025-01-31T17:26:11.025000+00:00,S2C_MSIL2A_20250131T172611_N0511_R012_T13SGS_20250131T221856,0.195214,True,0.0,USA,"POLYGON Z ((-102.84939281 33.4209262161 0, -101.6699029228 33.3948548602 0, -101.7067443676 32.4060610176 0, -102.8732161095 32.4311692173 0, -102.84939281 33.4209262161 0))",True,False,False,True
13SGT,2018-05-21,2018-05-21T17:29:01.024000+00:00,S2A_MSIL2A_20180521T172901_N0212_R055_T13SGT_20201012T123053,44.641896,False,0.001,USA,"POLYGON Z ((-102.82665442 34.322373244 0, -101.63474073 34.2954057299 0, -101.6732579699 33.3067898319 0, -102.8515623739 33.3327745403 0, -102.82665442 34.322373244 0))",True,False,False,True
13SGT,2018-06-20,2018-06-20T17:31:21.024000+00:00,S2A_MSIL2A_20180620T173121_N0212_R055_T13SGT_20201012T002001,26.49534,True,0.001,USA,"POLYGON Z ((-102.82665442 34.322373244 0, -101.63474073 34.2954057299 0, -101.6732579699 33.3067898319 0, -102.8515623739 33.3327745403 0, -102.82665442 34.322373244 0))",True,False,False,True
13SGT,2020-11-08,2020-11-08T17:25:29.024000+00:00,S2B_MSIL2A_20201108T172529_N0212_R012_T13SGT_20201109T200410,0.095821,False,72.108,USA,"POLYGON Z ((-102.82665442 34.322373244 0, -101.63474073 34.2954057299 0, -101.6732579699 33.3067898319 0, -102.8515623739 33.3327745403 0, -102.82665442 34.322373244 0))",True,False,False,True
13SGT,2022-08-13,2022-08-13T17:28:59.024000+00:00,S2B_MSIL2A_20220813T172859_N0400_R055_T13SGT_20220814T025304,8.408751,False,0.001,USA,"POLYGON Z ((-102.82665442 34.322373244 0, -101.63474073 34.2954057299 0, -101.6732579699 33.3067898319 0, -102.8515623739 33.3327745403 0, -102.82665442 34.322373244 0))",True,False,False,True
13SGT,2024-02-04,2024-02-04T17:35:29.024000+00:00,S2B_MSIL2A_20240204T173529_N0510_R055_T13SGT_20240204T231136,1.596076,False,71.077,USA,"POLYGON Z ((-102.82665442 34.322373244 0, -101.63474073 34.2954057299 0, -101.6732579699 33.3067898319 0, -102.8515623739 33.3327745403 0, -102.82665442 34.322373244 0))",True,False,False,True
13SGT,2025-01-31,2025-01-31T17:26:11.025000+00:00,S2C_MSIL2A_20250131T172611_N0511_R012_T13SGT_20250131T221856,0.03208,True,0.0,USA,"POLYGON Z ((-102.82665442 34.322373244 0, -101.63474073 34.2954057299 0, -101.6732579699 33.3067898319 0, -102.8515623739 33.3327745403 0, -102.82665442 34.322373244 0))",True,False,False,True
14RKU,2017-11-29,2017-11-29T17:26:51.026000+00:00,S2A_MSIL2A_20171129T172651_N0212_R012_T14RKU_20201014T225300,10.722376,False,0.0,USA,"POLYGON Z ((-102.1320174883 30.6952740477 0, -100.9865237501 30.7178664205 0, -100.9667134142 29.7275896486 0, -102.1008205074 29.7058729413 0, -102.1320174883 30.6952740477 0))",True,False,False,True
14RKU,2019-02-22,2019-02-22T17:23:21.024000+00:00,S2A_MSIL2A_20190222T172321_N0212_R012_T14RKU_20201007T192829,30.96504,False,43.804,USA,"POLYGON Z ((-102.1320174883 30.6952740477 0, -100.9865237501 30.7178664205 0, -100.9667134142 29.7275896486 0, -102.1008205074 29.7058729413 0, -102.1320174883 30.6952740477 0))",True,False,False,True
14RKU,2022-12-13,2022-12-13T17:27:31.024000+00:00,S2A_MSIL2A_20221213T172731_N0400_R012_T14RKU_20221214T075850,1.03133,False,0.001,USA,"POLYGON Z ((-102.1320174883 30.6952740477 0, -100.9865237501 30.7178664205 0, -100.9667134142 29.7275896486 0, -102.1008205074 29.7058729413 0, -102.1320174883 30.6952740477 0))",True,False,False,True
14RKU,2024-04-06,2024-04-06T17:18:51.024000+00:00,S2A_MSIL2A_20240406T171851_N0510_R012_T14RKU_20240407T013030,39.762187,False,0.0,USA,"POLYGON Z ((-102.1320174883 30.6952740477 0, -100.9865237501 30.7178664205 0, -100.9667134142 29.7275896486 0, -102.1008205074 29.7058729413 0, -102.1320174883 30.6952740477 0))",True,False,False,True
14RKV,2017-06-02,2017-06-02T17:23:01.026000+00:00,S2A_MSIL2A_20170602T172301_N0212_R012_T14RKV_20210209T200042,11.056679,False,91.312,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RKV,2017-12-17,2017-12-17T17:37:29.027000+00:00,S2B_MSIL2A_20171217T173729_N0212_R055_T14RKV_20201014T144643,68.615103,True,0.0,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RKV,2019-12-17,2019-12-17T17:37:29.024000+00:00,S2B_MSIL2A_20191217T173729_N0212_R055_T14RKV_20201003T061953,0.303371,False,90.692,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RKV,2021-05-22,2021-05-22T17:19:01.024000+00:00,S2A_MSIL2A_20210522T171901_N0212_R012_T14RKV_20210523T054741,29.258794,True,0.001,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RKV,2022-03-28,2022-03-28T17:19:21.024000+00:00,S2A_MSIL2A_20220328T171921_N0400_R012_T14RKV_20220329T092336,29.994857,False,0.001,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RKV,2024-02-26,2024-02-26T17:23:01.024000+00:00,S2A_MSIL2A_20240226T172301_N0510_R012_T14RKV_20240226T231450,96.015972,False,0.0,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RKV,2025-01-31,2025-01-31T17:26:11.025000+00:00,S2C_MSIL2A_20250131T172611_N0511_R012_T14RKV_20250131T221856,0.002449,True,0.0,USA,"POLYGON Z ((-102.1618115593 31.5963908009 0, -101.0054438852 31.6197961708 0, -100.9847190459 30.6296680131 0, -102.1291755165 30.6071543369 0, -102.1618115593 31.5963908009 0))",True,False,False,True
14RLU,2017-04-03,2017-04-03T17:22:51.026000+00:00,S2A_MSIL2A_20170403T172251_N0212_R012_T14RLU_20210209T042634,2.712489,False,59.015,USA,"POLYGON Z ((-101.0886033713 30.7162636631 0, -99.9421703624 30.7296502514 0, -99.9327689458 29.7389165957 0, -101.0677767941 29.7260490256 0, -101.0886033713 30.7162636631 0))",True,False,False,True
14RLU,2018-03-16,2018-03-16T17:10:31.026000+00:00,S2A_MSIL2A_20180316T171031_N0212_R112_T14RLU_20201013T094636,92.212325,True,0.0,USA,"POLYGON Z ((-101.0886033713 30.7162636631 0, -99.9421703624 30.7296502514 0, -99.9327689458 29.7389165957 0, -101.0677767941 29.7260490256 0, -101.0886033713 30.7162636631 0))",True,False,False,True
14RLU,2019-04-15,2019-04-15T17:08:59.024000+00:00,S2B_MSIL2A_20190415T170859_N0212_R112_T14RLU_20201007T023531,31.510343,False,58.585,USA,"POLYGON Z ((-101.0886033713 30.7162636631 0, -99.9421703624 30.7296502514 0, -99.9327689458 29.7389165957 0, -101.0677767941 29.7260490256 0, -101.0886033713 30.7162636631 0))",True,False,False,True
14RLU,2019-07-07,2019-07-07T17:19:09.024000+00:00,S2B_MSIL2A_20190707T171909_N0212_R012_T14RLU_20201005T104859,23.877301,True,0.002,USA,"POLYGON Z ((-101.0886033713 30.7162636631 0, -99.9421703624 30.7296502514 0, -99.9327689458 29.7389165957 0, -101.0677767941 29.7260490256 0, -101.0886033713 30.7162636631 0))",True,False,False,True
14RLU,2023-09-21,2023-09-21T17:09:19.024000+00:00,S2B_MSIL2A_20230921T170919_N0509_R112_T14RLU_20230922T013320,22.534664,False,58.062,USA,"POLYGON Z ((-101.0886033713 30.7162636631 0, -99.9421703624 30.7296502514 0, -99.9327689458 29.7389165957 0, -101.0677767941 29.7260490256 0, -101.0886033713 30.7162636631 0))",True,False,False,True
14RLU,2025-01-31,2025-01-31T17:26:11.025000+00:00,S2C_MSIL2A_20250131T172611_N0511_R012_T14RLU_20250131T221856,0.004237,False,0.008,USA,"POLYGON Z ((-101.0886033713 30.7162636631 0, -99.9421703624 30.7296502514 0, -99.9327689458 29.7389165957 0, -101.0677767941 29.7260490256 0, -101.0886033713 30.7162636631 0))",True,False,False,True
14RLV,2018-03-14,2018-03-14T17:20:59.027000+00:00,S2B_MSIL2A_20180314T172059_N0212_R012_T14RLV_20201013T090647,16.88517,False,0.0,USA,"POLYGON Z ((-101.1084940324 31.6181357244 0, -99.9511494784 31.6320042048 0, -99.9413138944 30.6414107828 0, -101.0867060905 30.6280708398 0, -101.1084940324 31.6181357244 0))",True,False,False,True
14RLV,2019-09-12,2019-09-12T17:08:59.024000+00:00,S2B_MSIL2A_20190912T170859_N0212_R112_T14RLV_20201004T122725,1.724879,False,80.45,USA,"POLYGON Z ((-101.1084940324 31.6181357244 0, -99.9511494784 31.6320042048 0, -99.9413138944 30.6414107828 0, -101.0867060905 30.6280708398 0, -101.1084940324 31.6181357244 0))",True,False,False,True
14RLV,2022-09-16,2022-09-16T17:08:49.024000+00:00,S2B_MSIL2A_20220916T170849_N0400_R112_T14RLV_20220917T105443,25.680259,False,79.623,USA,"POLYGON Z ((-101.1084940324 31.6181357244 0, -99.9511494784 31.6320042048 0, -99.9413138944 30.6414107828 0, -101.0867060905 30.6280708398 0, -101.1084940324 31.6181357244 0))",True,False,False,True
14RLV,2023-09-04,2023-09-04T17:18:59.024000+00:00,S2B_MSIL2A_20230904T171859_N0509_R012_T14RLV_20230904T235410,0.000255,True,0.0,USA,"POLYGON Z ((-101.1084940324 31.6181357244 0, -99.9511494784 31.6320042048 0, -99.9413138944 30.6414107828 0, -101.0867060905 30.6280708398 0, -101.1084940324 31.6181357244 0))",True,False,False,True
14RLV,2025-01-31,2025-01-31T17:26:11.025000+00:00,S2C_MSIL2A_20250131T172611_N0511_R012_T14RLV_20250131T221856,0.01862,False,0.0,USA,"POLYGON Z ((-101.1084940324 31.6181357244 0, -99.9511494784 31.6320042048 0, -99.9413138944 30.6414107828 0, -101.0867060905 30.6280708398 0, -101.1084940324 31.6181357244 0))",True,False,False,True
