mgrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,inside_val_regions,inside_hassi,inside_marcellus,inside_permian
10SGE,2024-04-10,2024-04-10T18:39:21.024000+00:00,S2A_MSIL2A_20240410T183921_N0510_R070_T10SGE_20240411T021531,13.081822,False,0.0,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",False,False,False,False
10UEG,2018-04-17,2018-04-17T19:29:11.026000+00:00,S2A_MSIL2A_20180417T192911_N0212_R142_T10UEG_20201012T232228,79.864252,False,58.205,North America wo US,"POLYGON Z ((-123.0003202297 55.94573440229999 0, -121.2427243051 55.9332024705 0, -121.2860145154 54.9470178194 0, -123.0003123361 54.95909887389999 0, -123.0003202297 55.94573440229999 0))",False,False,False,False
10UEG,2023-10-20,2023-10-20T19:24:29.024000+00:00,S2B_MSIL2A_20231020T192429_N0509_R099_T10UEG_20231020T231722,17.15569,True,0.0,North America wo US,"POLYGON Z ((-123.0003202297 55.94573440229999 0, -121.2427243051 55.9332024705 0, -121.2860145154 54.9470178194 0, -123.0003123361 54.95909887389999 0, -123.0003202297 55.94573440229999 0))",False,False,False,False
10UFF,2017-03-17,2017-03-17T19:11:11.026000+00:00,S2A_MSIL2A_20170317T191111_N0212_R056_T10UFF_20210208T232258,10.152869,False,82.674,North America wo US,"POLYGON Z ((-121.4352272877 55.0369285873 0, -119.7194251406 55.0027512113 0, -119.7975054638 54.01754157890001 0, -121.4725308705 54.05050420129999 0, -121.4352272877 55.0369285873 0))",False,False,False,False
10UFF,2021-02-26,2021-02-26T19:03:39.024000+00:00,S2B_MSIL2A_20210226T190339_N0212_R013_T10UFF_20210227T082105,91.574413,True,0.0,North America wo US,"POLYGON Z ((-121.4352272877 55.0369285873 0, -119.7194251406 55.0027512113 0, -119.7975054638 54.01754157890001 0, -121.4725308705 54.05050420129999 0, -121.4352272877 55.0369285873 0))",False,False,False,False
10UFG,2021-10-10,2021-10-10T19:23:29.024000+00:00,S2B_MSIL2A_20211010T192329_N0300_R099_T10UFG_20211011T043159,12.750957,False,7.144,North America wo US,"POLYGON Z ((-121.3992031232 55.93533537980001 0, -119.6440317123 55.8999985916 0, -119.7265732713 54.9150072267 0, -121.4386425575 54.9490740098 0, -121.3992031232 55.93533537980001 0))",False,False,False,False
10UGE,2022-06-14,2022-06-14T19:09:19.024000+00:00,S2B_MSIL2A_20220614T190919_N0400_R056_T10UGE_20220615T202648,80.438763,False,4.688,North America wo US,"POLYGON Z ((-119.941017272 54.10922199150001 0, -118.2665096284 54.05491086089999 0, -118.3753078425 53.0712565273 0, -120.0115077056 53.12366003370001 0, -119.941017272 54.10922199150001 0))",False,False,False,False
10UGE,2023-05-17,2023-05-17T18:59:19.024000+00:00,S2B_MSIL2A_20230517T185919_N0509_R013_T10UGE_20230518T142119,30.231148,True,0.0,North America wo US,"POLYGON Z ((-119.941017272 54.10922199150001 0, -118.2665096284 54.05491086089999 0, -118.3753078425 53.0712565273 0, -120.0115077056 53.12366003370001 0, -119.941017272 54.10922199150001 0))",False,False,False,False
10VDJ,2020-09-30,2020-09-30T19:22:21.024000+00:00,S2A_MSIL2A_20200930T192221_N0212_R099_T10VDJ_20201001T235845,0.424945,False,50.268,North America wo US,"POLYGON Z ((-124.6799920686 57.7311574759 0, -122.8360584137 57.7421920874 0, -122.8403796937 56.7558483188 0, -124.6357338844 56.74522108550001 0, -124.6799920686 57.7311574759 0))",False,False,False,False
10VDL,2021-03-12,2021-03-12T19:32:11.024000+00:00,S2A_MSIL2A_20210312T193211_N0212_R142_T10VDL_20210313T174618,93.684735,False,0.0,North America wo US,"POLYGON Z ((-124.7684720805 59.5263987525 0, -122.8274188168 59.53823535170001 0, -122.8322923208 58.5521716216 0, -124.7185624545 58.5407855054 0, -124.7684720805 59.5263987525 0))",False,False,False,False
10VDL,2021-07-13,2021-07-13T19:39:11.024000+00:00,S2A_MSIL2A_20210713T193911_N0300_R042_T10VDL_20210714T100115,11.63098,True,0.0,North America wo US,"POLYGON Z ((-124.7684720805 59.5263987525 0, -122.8274188168 59.53823535170001 0, -122.8322923208 58.5521716216 0, -124.7185624545 58.5407855054 0, -124.7684720805 59.5263987525 0))",False,False,False,False
10VEH,2018-12-30,2018-12-30T19:28:11.024000+00:00,S2A_MSIL2A_20181230T192811_N0212_R099_T10VEH_20201008T141552,44.128089,False,0.001,North America wo US,"POLYGON Z ((-123.0003278574 56.8438118172 0, -121.2008941485 56.8308490724 0, -121.2467141358 55.8448305262 0, -123.0003195021 55.85732112510001 0, -123.0003278574 56.8438118172 0))",False,False,False,False
10VEJ,2018-04-17,2018-04-17T19:29:11.026000+00:00,S2A_MSIL2A_20180417T192911_N0212_R142_T10VEJ_20201012T232237,77.537809,False,2.673,North America wo US,"POLYGON Z ((-123.0003359467 57.7422981523 0, -121.1565346531 57.72888323370001 0, -121.2050939641 56.743030775 0, -123.0003270915 56.75595046680001 0, -123.0003359467 57.7422981523 0))",False,False,False,False
10VEK,2017-07-06,2017-07-06T19:29:09.027000+00:00,S2B_MSIL2A_20170706T192909_N0212_R142_T10VEK_20210210T054211,17.930694,False,0.0,North America wo US,"POLYGON Z ((-123.0003445319 58.64065618570001 0, -121.1094578504 58.6267661494 0, -121.160988395 57.6410797263 0, -123.0003351345 57.6544494503 0, -123.0003445319 58.64065618570001 0))",False,False,False,False
10VEK,2022-10-03,2022-10-03T19:32:51.024000+00:00,S2A_MSIL2A_20221003T193251_N0400_R142_T10VEK_20221004T131355,61.394143,True,0.0,North America wo US,"POLYGON Z ((-123.0003445319 58.64065618570001 0, -121.1094578504 58.6267661494 0, -121.160988395 57.6410797263 0, -123.0003351345 57.6544494503 0, -123.0003445319 58.64065618570001 0))",False,False,False,False
10VEL,2017-05-02,2017-05-02T19:29:11.026000+00:00,S2A_MSIL2A_20170502T192911_N0212_R142_T10VEL_20210209T123429,0.532639,False,12.549,North America wo US,"POLYGON Z ((-123.0003536509 59.538349128 0, -121.0594572784 59.52395928749999 0, -121.1142162613 58.5384388456 0, -123.0003436641 58.5522810663 0, -123.0003536509 59.538349128 0))",False,False,False,False
10VEL,2021-05-13,2021-05-13T19:19:09.024000+00:00,S2B_MSIL2A_20210513T191909_N0212_R099_T10VEL_20210515T233334,66.782572,True,0.0,North America wo US,"POLYGON Z ((-123.0003536509 59.538349128 0, -121.0594572784 59.52395928749999 0, -121.1142162613 58.5384388456 0, -123.0003436641 58.5522810663 0, -123.0003536509 59.538349128 0))",False,False,False,False
10VFH,2018-02-20,2018-02-20T19:14:21.026000+00:00,S2A_MSIL2A_20180220T191421_N0212_R056_T10VFH_20201013T232755,12.707257,False,0.0,North America wo US,"POLYGON Z ((-121.3610935716 56.8330552845 0, -119.5642836506 56.7965051515 0, -119.6516387136 55.8117360319 0, -121.4028380611 55.8469564026 0, -121.3610935716 56.8330552845 0))",False,False,False,False
10VFH,2022-06-07,2022-06-07T19:19:09.024000+00:00,S2B_MSIL2A_20220607T191909_N0400_R099_T10VFH_20220608T104859,48.62285,False,1.848,North America wo US,"POLYGON Z ((-121.3610935716 56.8330552845 0, -119.5642836506 56.7965051515 0, -119.6516387136 55.8117360319 0, -121.4028380611 55.8469564026 0, -121.3610935716 56.8330552845 0))",False,False,False,False
10VFJ,2016-11-03,2016-11-03T19:36:02.026000+00:00,S2A_MSIL2A_20161103T193602_N0212_R142_T10VFJ_20210413T190922,2.453653,False,87.207,North America wo US,"POLYGON Z ((-121.3206793295 57.7311663809 0, -119.4797240414 57.69334289929999 0, -119.5722900524 56.7088007767 0, -121.3649198457 56.7452296617 0, -121.3206793295 57.7311663809 0))",False,False,False,False
10VFJ,2024-11-25,2024-11-25T19:17:31.024000+00:00,S2A_MSIL2A_20241125T191731_N0511_R056_T10VFJ_20241125T222949,0.308008,True,7.447,North America wo US,"POLYGON Z ((-121.3206793295 57.7311663809 0, -119.4797240414 57.69334289929999 0, -119.5722900524 56.7088007767 0, -121.3649198457 56.7452296617 0, -121.3206793295 57.7311663809 0))",False,False,False,False
10VFK,2017-09-28,2017-09-28T19:11:39.027000+00:00,S2B_MSIL2A_20170928T191139_N0212_R056_T10VFK_20210202T112354,32.14929,False,30.533,North America wo US,"POLYGON Z ((-121.2777890776 58.6291301329 0, -119.3899967955 58.58996887120001 0, -119.4882134202 57.6056589657 0, -121.324736979 57.64335518389999 0, -121.2777890776 58.6291301329 0))",False,False,False,False
10VFL,2019-10-26,2019-10-26T19:25:11.024000+00:00,S2A_MSIL2A_20191026T192511_N0212_R099_T10VFL_20201004T062216,18.14983,False,0.0,North America wo US,"POLYGON Z ((-121.2322346343 59.5264083044 0, -119.2947110073 59.4858399589 0, -119.3990656324 58.5017680574 0, -121.2821243398 58.5407946939 0, -121.2322346343 59.5264083044 0))",False,False,False,False
10VFL,2021-01-25,2021-01-25T19:17:01.024000+00:00,S2A_MSIL2A_20210125T191701_N0300_R056_T10VFL_20210522T190135,79.494804,False,51.573,North America wo US,"POLYGON Z ((-121.2322346343 59.5264083044 0, -119.2947110073 59.4858399589 0, -119.3990656324 58.5017680574 0, -121.2821243398 58.5407946939 0, -121.2322346343 59.5264083044 0))",False,False,False,False
10VFL,2021-06-30,2021-06-30T19:29:11.024000+00:00,S2A_MSIL2A_20210630T192911_N0300_R142_T10VFL_20210701T140027,0.293144,True,26.667,North America wo US,"POLYGON Z ((-121.2322346343 59.5264083044 0, -119.2947110073 59.4858399589 0, -119.3990656324 58.5017680574 0, -121.2821243398 58.5407946939 0, -121.2322346343 59.5264083044 0))",False,False,False,False
11SKU,2017-01-27,2017-01-27T18:46:31.026000+00:00,S2A_MSIL2A_20170127T184631_N0212_R070_T11SKU_20210207T221406,6.721549,False,77.296,USA,"POLYGON Z ((-120.2951835442 35.1982077222 0, -119.0901471721 35.2250276976 0, -119.0653735271 34.235521621 0, -120.2561776636 34.2096670331 0, -120.2951835442 35.1982077222 0))",False,False,False,False
11SKU,2017-02-23,2017-02-23T18:44:21.026000+00:00,S2A_MSIL2A_20170223T184421_N0212_R027_T11SKU_20210208T162401,20.412495,True,0.0,USA,"POLYGON Z ((-120.2951835442 35.1982077222 0, -119.0901471721 35.2250276976 0, -119.0653735271 34.235521621 0, -120.2561776636 34.2096670331 0, -120.2951835442 35.1982077222 0))",False,False,False,False
11SKU,2021-10-13,2021-10-13T18:43:31.024000+00:00,S2A_MSIL2A_20211013T184331_N0300_R070_T11SKU_20211014T105241,0.0743,False,0.0,USA,"POLYGON Z ((-120.2951835442 35.1982077222 0, -119.0901471721 35.2250276976 0, -119.0653735271 34.235521621 0, -120.2561776636 34.2096670331 0, -120.2951835442 35.1982077222 0))",False,False,False,False
11SKU,2022-01-11,2022-01-11T18:47:41.024000+00:00,S2A_MSIL2A_20220111T184741_N0300_R070_T11SKU_20220112T163348,3.03191,False,0.0,USA,"POLYGON Z ((-120.2951835442 35.1982077222 0, -119.0901471721 35.2250276976 0, -119.0653735271 34.235521621 0, -120.2561776636 34.2096670331 0, -120.2951835442 35.1982077222 0))",False,False,False,False
11SKU,2025-01-30,2025-01-30T18:45:29.024000+00:00,S2B_MSIL2A_20250130T184529_N0511_R070_T11SKU_20250130T234441,42.589033,False,0.0,USA,"POLYGON Z ((-120.2951835442 35.1982077222 0, -119.0901471721 35.2250276976 0, -119.0653735271 34.235521621 0, -120.2561776636 34.2096670331 0, -120.2951835442 35.1982077222 0))",False,False,False,False
11SKV,2017-10-09,2017-10-09T18:54:19.027000+00:00,S2B_MSIL2A_20171009T185419_N0212_R070_T11SKV_20210202T160853,0.819313,False,41.508,USA,"POLYGON Z ((-120.3324065876 36.0985230303 0, -119.1137895726 36.1262426116 0, -119.0878912417 35.1368985412 0, -120.2916316773 35.1101654766 0, -120.3324065876 36.0985230303 0))",False,False,False,False
11SKV,2020-07-25,2020-07-25T18:39:19.024000+00:00,S2B_MSIL2A_20200725T183919_N0212_R070_T11SKV_20201024T201617,0.18336,False,0.0,USA,"POLYGON Z ((-120.3324065876 36.0985230303 0, -119.1137895726 36.1262426116 0, -119.0878912417 35.1368985412 0, -120.2916316773 35.1101654766 0, -120.3324065876 36.0985230303 0))",False,False,False,False
11SKV,2022-03-02,2022-03-02T18:43:11.024000+00:00,S2A_MSIL2A_20220302T184311_N0510_R070_T11SKV_20240528T182702,16.614892,False,0.0,USA,"POLYGON Z ((-120.3324065876 36.0985230303 0, -119.1137895726 36.1262426116 0, -119.0878912417 35.1368985412 0, -120.2916316773 35.1101654766 0, -120.3324065876 36.0985230303 0))",False,False,False,False
11SKV,2024-09-12,2024-09-12T18:39:19.024000+00:00,S2B_MSIL2A_20240912T183919_N0511_R070_T11SKV_20240913T001358,0.001161,False,0.0,USA,"POLYGON Z ((-120.3324065876 36.0985230303 0, -119.1137895726 36.1262426116 0, -119.0878912417 35.1368985412 0, -120.2916316773 35.1101654766 0, -120.3324065876 36.0985230303 0))",False,False,False,False
11ULA,2016-05-14,2016-05-14T19:19:22.027000+00:00,S2A_MSIL2A_20160514T191922_N0212_R099_T11ULA_20210211T112015,0.0,False,0.0,North America wo US,"POLYGON Z ((-120.1275960376 55.0067835613 0, -118.4114796794 55.0388029093 0, -118.3778275361 54.0523118483 0, -120.0531424252 54.0214307105 0, -120.1275960376 55.0067835613 0))",False,False,False,False
11ULA,2017-04-06,2017-04-06T19:09:11.026000+00:00,S2A_MSIL2A_20170406T190911_N0212_R056_T11ULA_20210209T052100,95.683228,True,0.0,North America wo US,"POLYGON Z ((-120.1275960376 55.0067835613 0, -118.4114796794 55.0388029093 0, -118.3778275361 54.0523118483 0, -120.0531424252 54.0214307105 0, -120.1275960376 55.0067835613 0))",False,False,False,False
11ULB,2018-01-29,2018-01-29T19:26:39.027000+00:00,S2B_MSIL2A_20180129T192639_N0212_R099_T11ULB_20201014T095820,34.112747,False,79.296,North America wo US,"POLYGON Z ((-120.1994885612 55.90416762450001 0, -118.4439778511 55.9372733453 0, -118.408398702 54.9509422613 0, -120.1207798829 54.9190265383 0, -120.1994885612 55.90416762450001 0))",False,False,False,False
11ULB,2023-08-28,2023-08-28T19:09:19.024000+00:00,S2B_MSIL2A_20230828T190919_N0509_R056_T11ULB_20230829T021528,4.153892,True,0.0,North America wo US,"POLYGON Z ((-120.1994885612 55.90416762450001 0, -118.4439778511 55.9372733453 0, -118.408398702 54.9509422613 0, -120.1207798829 54.9190265383 0, -120.1994885612 55.90416762450001 0))",False,False,False,False
11ULV,2017-09-15,2017-09-15T19:00:09.027000+00:00,S2B_MSIL2A_20170915T190009_N0212_R013_T11ULV_20210202T033910,1.6309,False,3.127,North America wo US,"POLYGON Z ((-120.0595936833 54.1092064475 0, -118.3807432794 54.14018677499999 0, -118.3488792292 53.1535350929 0, -119.9890892229 53.1236450364 0, -120.0595936833 54.1092064475 0))",False,False,False,False
11ULV,2024-04-24,2024-04-24T19:09:09.024000+00:00,S2B_MSIL2A_20240424T190909_N0510_R056_T11ULV_20240424T232357,95.414579,True,0.0,North America wo US,"POLYGON Z ((-120.0595936833 54.1092064475 0, -118.3807432794 54.14018677499999 0, -118.3488792292 53.1535350929 0, -119.9890892229 53.1236450364 0, -120.0595936833 54.1092064475 0))",False,False,False,False
11UMA,2024-05-24,2024-05-24T19:09:09.024000+00:00,S2B_MSIL2A_20240524T190909_N0510_R056_T11UMA_20240525T002002,29.545733,False,54.71,North America wo US,"POLYGON Z ((-118.565398361 55.0369205416 0, -116.8472467263 55.0468902056 0, -116.8508900363 54.06011138859999 0, -118.5280798773 54.05049644169999 0, -118.565398361 55.0369205416 0))",False,False,False,False
11UMB,2018-09-08,2018-09-08T19:09:31.024000+00:00,S2A_MSIL2A_20180908T190931_N0212_R056_T11UMB_20201011T100543,82.541198,False,23.206,North America wo US,"POLYGON Z ((-118.6014369143 55.9353270609 0, -116.8437282507 55.945635321 0, -116.847580289 54.95900335849999 0, -118.561981727 54.9490659901 0, -118.6014369143 55.9353270609 0))",False,False,False,False
11UMB,2020-12-06,2020-12-06T19:18:01.024000+00:00,S2A_MSIL2A_20201206T191801_N0212_R056_T11UMB_20201207T110817,26.808333,True,22.7,North America wo US,"POLYGON Z ((-118.6014369143 55.9353270609 0, -116.8437282507 55.945635321 0, -116.847580289 54.95900335849999 0, -118.561981727 54.9490659901 0, -118.6014369143 55.9353270609 0))",False,False,False,False
11UMB,2024-07-08,2024-07-08T19:09:21.024000+00:00,S2A_MSIL2A_20240708T190921_N0510_R056_T11UMB_20240709T021926,9e-06,False,22.502,North America wo US,"POLYGON Z ((-118.6014369143 55.9353270609 0, -116.8437282507 55.945635321 0, -116.847580289 54.95900335849999 0, -118.561981727 54.9490659901 0, -118.6014369143 55.9353270609 0))",False,False,False,False
11UMU,2021-10-14,2021-10-14T19:03:49.024000+00:00,S2B_MSIL2A_20211014T190349_N0300_R013_T11UMU_20211015T042834,47.347856,False,0.001,North America wo US,"POLYGON Z ((-118.4990595879 53.2402008146 0, -116.8537231276 53.2495367341 0, -116.8569928153 52.2624595782 0, -118.4655661515 52.2534495347 0, -118.4990595879 53.2402008146 0))",False,False,False,False
11UMV,2017-10-12,2017-10-12T18:53:09.027000+00:00,S2B_MSIL2A_20171012T185309_N0212_R113_T11UMV_20201015T000606,46.298572,False,36.207,North America wo US,"POLYGON Z ((-118.5313132953 54.1383655333 0, -116.8505743708 54.1480113907 0, -116.8540240095 53.1610840978 0, -118.4959775103 53.1517779877 0, -118.5313132953 54.1383655333 0))",False,False,False,False
11UMV,2021-06-21,2021-06-21T18:59:21.024000+00:00,S2A_MSIL2A_20210621T185921_N0300_R013_T11UMV_20210624T193814,1.128553,True,0.0,North America wo US,"POLYGON Z ((-118.5313132953 54.1383655333 0, -116.8505743708 54.1480113907 0, -116.8540240095 53.1610840978 0, -118.4959775103 53.1517779877 0, -118.5313132953 54.1383655333 0))",False,False,False,False
11UNA,2023-02-13,2023-02-13T18:54:59.024000+00:00,S2B_MSIL2A_20230213T185459_N0400_R113_T11UNA_20230214T042403,96.764994,False,0.0,North America wo US,"POLYGON Z ((-117.0003130196 55.0469860315 0, -115.2822657732 55.03486571650001 0, -115.3232118719 54.0485147058 0, -117.0003055538 54.0602038042 0, -117.0003130196 55.0469860315 0))",False,False,False,False
11UNA,2023-04-12,2023-04-12T18:59:21.024000+00:00,S2A_MSIL2A_20230412T185921_N0509_R013_T11UNA_20230413T033228,28.008807,True,3.424,North America wo US,"POLYGON Z ((-117.0003130196 55.0469860315 0, -115.2822657732 55.03486571650001 0, -115.3232118719 54.0485147058 0, -117.0003055538 54.0602038042 0, -117.0003130196 55.0469860315 0))",False,False,False,False
11UNB,2018-01-18,2018-01-18T19:07:21.026000+00:00,S2A_MSIL2A_20180118T190721_N0212_R013_T11UNB_20201014T064004,36.000551,False,0.0,North America wo US,"POLYGON Z ((-117.0003202297 55.94573440229999 0, -115.2427243051 55.9332024705 0, -115.2860145154 54.9470178194 0, -117.0003123361 54.95909887389999 0, -117.0003202297 55.94573440229999 0))",False,False,False,False
11UNB,2020-10-29,2020-10-29T19:05:19.024000+00:00,S2B_MSIL2A_20201029T190519_N0212_R013_T11UNB_20201101T092735,87.79422,True,0.0,North America wo US,"POLYGON Z ((-117.0003202297 55.94573440229999 0, -115.2427243051 55.9332024705 0, -115.2860145154 54.9470178194 0, -117.0003123361 54.95909887389999 0, -117.0003202297 55.94573440229999 0))",False,False,False,False
11UNU,2017-10-05,2017-10-05T19:02:29.027000+00:00,S2B_MSIL2A_20171005T190229_N0212_R013_T11UNU_20210202T143101,0.742468,False,54.477,North America wo US,"POLYGON Z ((-117.0002997482 53.2496264673 0, -115.3550533354 53.2382765736 0, -115.3918030116 52.2515924439 0, -117.000293048 52.2625461785 0, -117.0002997482 53.2496264673 0))",False,False,False,False
11UNU,2018-02-24,2018-02-24T18:53:41.026000+00:00,S2A_MSIL2A_20180224T185341_N0212_R113_T11UNU_20201014T005538,23.374936,True,0.0,North America wo US,"POLYGON Z ((-117.0002997482 53.2496264673 0, -115.3550533354 53.2382765736 0, -115.3918030116 52.2515924439 0, -117.000293048 52.2625461785 0, -117.0002997482 53.2496264673 0))",False,False,False,False
11UNU,2023-01-27,2023-01-27T19:06:49.024000+00:00,S2B_MSIL2A_20230127T190649_N0400_R013_T11UNU_20230129T021851,97.657025,False,55.582,North America wo US,"POLYGON Z ((-117.0002997482 53.2496264673 0, -115.3550533354 53.2382765736 0, -115.3918030116 52.2515924439 0, -117.000293048 52.2625461785 0, -117.0002997482 53.2496264673 0))",False,False,False,False
11UNU,2024-04-23,2024-04-23T18:49:31.024000+00:00,S2A_MSIL2A_20240423T184931_N0510_R113_T11UNU_20240424T031511,0.787141,True,0.0,North America wo US,"POLYGON Z ((-117.0002997482 53.2496264673 0, -115.3550533354 53.2382765736 0, -115.3918030116 52.2515924439 0, -117.000293048 52.2625461785 0, -117.0002997482 53.2496264673 0))",False,False,False,False
