emit_id,geometry,cloud_cover,centroid_x,centroid_y,cluster,region,fold
EMIT_L1B_RAD_001_20231126T131455_2333009_037,"POLYGON ((8.6913424 31.6818161, 7.9947696 31.0573006, 8.5232916 30.4677963, 9.2198639 31.0923119, 8.6913424 31.6818161))",8,8.607316830686113,31.07480621420948,1.0,hassi,train
EMIT_L1B_RAD_001_20230216T133649_2304709_015,"POLYGON ((7.5877256 31.2745209, 7.0646715 30.69207, 7.6737843 30.1450729, 8.1968384 30.7275238, 7.5877256 31.2745209))",9,7.63075495,30.709796900000004,1.0,hassi,train
EMIT_L1B_RAD_001_20230228T085135_2305906_009,"POLYGON ((8.3212872 31.6980133, 7.7944221 31.109581, 8.4123859 30.5562706, 8.9392509 31.1447029, 8.3212872 31.6980133))",9,8.366836516707366,31.12714194948994,1.0,hassi,train
EMIT_L1B_RAD_001_20231223T104811_2335707_001,"POLYGON ((7.3956366 32.8632164, 6.8742332 32.2581978, 7.5152426 31.7057762, 8.0366459 32.3107948, 7.3956366 32.8632164))",9,7.455439566744233,32.28449629924937,8.0,hassi,train
EMIT_L1B_RAD_001_20231030T083339_2330306_003,"POLYGON ((4.8187981 30.8343544, 4.2859097 30.2555885, 4.8885546 29.7007103, 5.421443 30.2794762, 4.8187981 30.8343544))",9,4.85367635,30.267532349999996,7.0,hassi,train
EMIT_L1B_RAD_001_20230216T133701_2304709_016,"POLYGON ((8.1790628 30.7412109, 7.6513343 30.1644096, 8.2554636 29.6116791, 8.7831917 30.1884804, 8.1790628 30.7412109))",10,8.217263066762426,30.176444998584262,1.0,hassi,train
EMIT_L1B_RAD_001_20231003T105033_2327607_041,"POLYGON ((7.9639063 33.1905708, 7.2321873 32.5691795, 7.7451096 31.9651909, 8.4768286 32.5865822, 7.9639063 33.1905708))",12,7.854507950000001,32.57788085000001,8.0,hassi,train
EMIT_L1B_RAD_001_20230131T115231_2303108_040,"POLYGON ((6.0330086 32.272522, 5.325304 31.6499062, 5.8476887 31.0561333, 6.5553932 31.6787491, 6.0330086 32.272522))",12,5.940348616606913,31.664327649607802,5.0,hassi,train
EMIT_L1B_RAD_001_20230216T133626_2304709_013,"POLYGON ((6.3818898 32.3309059, 5.8690791 31.7392292, 6.4874568 31.2032738, 7.0002675 31.7949505, 6.3818898 32.3309059))",14,6.4346733,31.767089849999998,5.0,hassi,train
EMIT_L1B_RAD_001_20231015T140956_2328809_017,"POLYGON ((8.2302961 31.034111, 7.7038107 30.4571571, 8.3123827 29.9018211, 8.8388681 30.478775, 8.2302961 31.034111))",14,8.2713394,30.467966049999998,1.0,hassi,train
EMIT_L1B_RAD_001_20230929T122447_2327208_035,"POLYGON ((4.0114961 30.1856651, 3.3420057 29.5549316, 3.8798676 28.9840202, 4.5493579 29.6147537, 4.0114961 30.1856651))",15,3.9456818165757146,29.584842649169698,0.0,hassi,train
EMIT_L1B_RAD_001_20230806T095502_2321807_035,"POLYGON ((4.1133242 31.3227005, 3.4257174 30.6982956, 3.9581175 30.1120033, 4.6457243 30.7364082, 4.1133242 31.3227005))",15,4.035720850000001,30.717351899999997,7.0,hassi,train
EMIT_L1B_RAD_001_20230806T095537_2321807_038,"POLYGON ((5.9426589 32.9136963, 5.2186532 32.2920303, 5.7372842 31.6880188, 6.4612899 32.3096848, 5.9426589 32.9136963))",15,5.83997155,32.300857549999996,5.0,hassi,train
EMIT_L1B_RAD_001_20231130T113824_2333408_036,"POLYGON ((8.390913 30.7292366, 7.7202368 30.1070061, 8.2575912 29.527813, 8.9282675 30.1500435, 8.390913 30.7292366))",15,8.324252133399483,30.128524800596118,1.0,hassi,train
EMIT_L1B_RAD_001_20230806T095549_2321807_039,"POLYGON ((6.5674024 33.4369316, 5.83079 32.8164253, 6.3446174 32.2064476, 7.0812297 32.8269539, 6.5674024 33.4369316))",18,6.456009866641219,32.821689599859454,8.0,hassi,train
EMIT_L1B_RAD_001_20231007T091320_2328006_034,"POLYGON ((4.712513 29.7329159, 4.0581741 29.1076107, 4.5996408 28.5410023, 5.2539797 29.1663074, 4.712513 29.7329159))",20,4.656076901585675,29.136959083411163,0.0,hassi,train
EMIT_L1B_RAD_001_20230806T095450_2321807_034,"POLYGON ((3.5185866 30.7858353, 2.8424091 30.1610107, 3.3790164 29.5802994, 4.0551939 30.2051239, 3.5185866 30.7858353))",20,3.4488015019377336,30.183067333403823,0.0,hassi,train
EMIT_L1B_RAD_001_20230925T140134_2326809_039,"POLYGON ((6.0737715 32.5176277, 5.3571091 31.8941364, 5.8797369 31.2934074, 6.5963993 31.9168987, 6.0737715 32.5176277))",22,5.976754199999999,31.905517550000006,5.0,hassi,train
EMIT_L1B_RAD_001_20230131T115243_2303108_041,"POLYGON ((6.6486931 32.8002777, 5.9282913 32.1787796, 6.4456205 31.5791245, 7.1660223 32.2006226, 6.6486931 32.8002777))",22,6.547156800000001,32.1897011,5.0,hassi,train
EMIT_L1B_RAD_001_20230219T124734_2305008_018,"POLYGON ((3.7194517 30.0715485, 3.1786218 29.4972229, 3.7678792 28.9423332, 4.3087091 29.5166588, 3.7194517 30.0715485))",24,3.7436654499999995,29.506940850000003,0.0,hassi,train
EMIT_L1B_RAD_001_20230826T100758_2323807_010,"POLYGON ((5.3315387 32.0682487, 4.8125186 31.4728413, 5.4449801 30.921524, 5.9640002 31.5169315, 5.3315387 32.0682487))",24,5.388259401642552,31.49488636672956,5.0,hassi,train
EMIT_L1B_RAD_001_20230929T122510_2327208_037,"POLYGON ((5.1924419 31.2653465, 4.5013037 30.6354523, 5.0319462 30.053215, 5.7230844 30.6831093, 5.1924419 31.2653465))",24,5.112194047781746,30.659280766580142,7.0,hassi,train
EMIT_L1B_RAD_001_20231003T104957_2327607_038,"POLYGON ((6.1209745 31.603693, 5.4263334 30.9799976, 5.9529972 30.3934231, 6.6476383 31.0171185, 6.1209745 31.603693))",24,6.03698585,30.99855805,5.0,hassi,train
EMIT_L1B_RAD_001_20231030T083351_2330306_004,"POLYGON ((5.4071703 30.2952843, 4.8707304 29.7222023, 5.463728 29.1671181, 6.0001678 29.7402, 5.4071703 30.2952843))",27,5.435449115845097,29.731201183054655,7.0,hassi,train
EMIT_L1B_RAD_001_20230929T122558_2327208_041,"POLYGON ((7.6501541 33.3863831, 6.9051304 32.7591782, 7.4154282 32.1530228, 8.1604519 32.7802277, 7.6501541 33.3863831))",29,7.5327911499999995,32.769702949999996,8.0,hassi,train
EMIT_L1B_RAD_001_20231018T132016_2329109_019,"POLYGON ((4.4311757 29.8255043, 3.89732 29.2622871, 4.4846072 28.705616, 5.0184631 29.2688332, 4.4311757 29.8255043))",29,4.4578915166573845,29.265560150194577,0.0,hassi,train
EMIT_L1B_RAD_001_20231003T104934_2327607_036,"POLYGON ((4.9292164 30.5291901, 4.2586002 29.9042892, 4.7945099 29.329174, 5.465126 29.9540749, 4.9292164 30.5291901))",30,4.861863116589107,29.929182049309073,7.0,hassi,train
EMIT_L1B_RAD_001_20230220T115953_2305108_020,"POLYGON ((8.4693623 31.2748013, 7.939476 30.686842, 8.5531597 30.1337719, 9.083046 30.7217312, 8.4693623 31.2748013))",31,8.511261,30.7042866,1.0,hassi,train
EMIT_L1B_RAD_001_20231022T114452_2329508_015,"POLYGON ((4.5313563 30.1583748, 3.9973505 29.5862427, 4.5747266 29.0473442, 5.1087322 29.6194763, 4.5313563 30.1583748))",33,4.553041383372197,29.602859499004396,0.0,hassi,train
EMIT_L1B_RAD_001_20230630T083345_2318106_009,"POLYGON ((6.4357648 33.1220131, 5.9260392 32.523922, 6.5734105 31.9722023, 7.0831361 32.5702934, 6.4357648 33.1220131))",35,6.5045876499999995,32.54710769999999,8.0,hassi,train
EMIT_L1B_RAD_001_20230607T092704_2315806_031,"POLYGON ((8.0591526 31.6250153, 7.3648186 31.0013542, 7.8890553 30.4177132, 8.5833893 31.0413742, 8.0591526 31.6250153))",35,7.974103952359089,31.02136423341081,1.0,hassi,train
EMIT_L1B_RAD_001_20230127T132945_2302709_037,"POLYGON ((3.8967409 31.3087292, 3.210171 30.6849918, 3.7416134 30.1000118, 4.4281836 30.7237492, 3.8967409 31.3087292))",36,3.8191772502050285,30.704370501597534,7.0,hassi,train
EMIT_L1B_RAD_001_20230806T095601_2321807_040,"POLYGON ((7.1999846 33.9563713, 6.4505692 33.3370018, 6.9594154 32.7213173, 7.7088308 33.3406868, 7.1999846 33.9563713))",36,7.079700000000001,33.338844300000005,8.0,hassi,train
EMIT_L1B_RAD_001_20230526T142102_2314610_038,"POLYGON ((4.6657677 31.6366978, 3.9708643 31.0126514, 4.496438 30.4274006, 5.1913414 31.0514469, 4.6657677 31.6366978))",36,4.581102852344155,31.032049183407842,7.0,hassi,train
EMIT_L1B_RAD_001_20230216T133637_2304709_014,"POLYGON ((6.9879851 31.8042488, 6.4698377 31.2180443, 7.0835443 30.6755867, 7.6016917 31.2617912, 6.9879851 31.8042488))",37,7.0357647000000005,31.239917749999996,5.0,hassi,train
EMIT_L1B_RAD_001_20231027T092139_2330006_011,"POLYGON ((8.2177486 32.653698, 7.6976676 32.0544968, 8.3338013 31.5023613, 8.8538818 32.1015625, 8.2177486 32.653698))",39,8.275774783673867,32.07802964662164,1.0,hassi,train
EMIT_L1B_RAD_001_20230929T122546_2327208_040,"POLYGON ((7.0203247 32.8598557, 6.2935219 32.2330933, 6.8106546 31.6334152, 7.5374575 32.2601776, 7.0203247 32.8598557))",39,6.915489683395603,32.24663545036424,8.0,hassi,train
EMIT_L1B_RAD_001_20231007T091332_2328006_035,"POLYGON ((5.294302 30.2758026, 4.6287975 29.6510201, 5.1661854 29.0786057, 5.8316898 29.7033882, 5.294302 30.2758026))",42,5.230243666588655,29.67720414927102,7.0,hassi,train
EMIT_L1B_RAD_001_20230929T122522_2327208_038,"POLYGON ((5.7950015 31.8008118, 5.0911746 31.1715317, 5.6172585 30.5831223, 6.3210855 31.2124023, 5.7950015 31.8008118))",42,5.706130035859219,31.191967033971117,5.0,hassi,train
EMIT_L1B_RAD_001_20230127T133021_2302709_040,"POLYGON ((5.7246213 32.9001007, 5.0005736 32.278141, 5.5183816 31.6753387, 6.2424293 32.2972984, 5.7246213 32.9001007))",43,5.621501449999999,32.2877197,5.0,hassi,train
EMIT_L1B_RAD_001_20231015T140921_2328809_014,"POLYGON ((6.4155178 32.6286201, 5.8997126 32.0359001, 6.533206 31.4846153, 7.0490112 32.0773354, 6.4155178 32.6286201))",44,6.474361901708229,32.056617716728255,5.0,hassi,train
EMIT_L1B_RAD_001_20230423T112844_2311308_015,"POLYGON ((6.7849054 32.5266342, 6.2603941 31.9252377, 6.8929405 31.3735619, 7.4174519 31.9749584, 6.7849054 32.5266342))",45,6.838922983266501,31.950098050713326,5.0,hassi,train
EMIT_L1B_RAD_001_20230929T122459_2327208_036,"POLYGON ((4.5985312 30.727169, 3.9180274 30.0961952, 4.4526725 29.5195847, 5.1331763 30.1505585, 4.5985312 30.727169))",47,4.52560185,30.12337685,7.0,hassi,train
EMIT_L1B_RAD_001_20231019T123214_2329208_016,"POLYGON ((8.6061287 31.5826035, 8.0781803 30.9939651, 8.694994 30.4407463, 9.2229424 31.0293846, 8.6061287 31.5826035))",48,8.650561348706029,31.0116748832933,1.0,hassi,train
EMIT_L1B_RAD_001_20230427T095047_2311706_013,"POLYGON ((6.7085838 33.4437027, 6.1927042 32.8309479, 6.8471689 32.279953, 7.3630486 32.8927078, 6.7085838 33.4437027))",50,6.777876383229251,32.86182785087402,8.0,hassi,train
EMIT_L1B_RAD_001_20230228T085111_2305906_007,"POLYGON ((7.0995207 32.7559776, 6.5810528 32.1560631, 7.2205524 31.6033821, 7.7390203 32.2032967, 7.0995207 32.7559776))",50,7.160036551742668,32.17967986673776,8.0,hassi,train
EMIT_L1B_RAD_001_20230406T181708_2309612_011,"POLYGON ((-111.0684357 37.0002174, -111.9063263 36.3941536, -111.4317932 35.738102, -110.5939026 36.3441658, -111.0684357 37.0002174))",0,-111.25011445000003,36.3691597,0.0,colorado,train
EMIT_L1B_RAD_001_20231016T210419_2328914_017,"POLYGON ((-110.4748611 36.6375885, -110.9418106 36.0028458, -110.2048874 35.4607239, -109.7379379 36.0954666, -110.4748611 36.6375885))",1,-110.33987425,36.049156200000006,8.0,colorado,train
EMIT_L1B_RAD_001_20230416T213735_2310614_015,"POLYGON ((-111.2227478 36.1253395, -111.7043152 35.4871407, -110.9836731 34.9433632, -110.5021057 35.581562, -111.2227478 36.1253395))",1,-111.10321045000002,35.53435135,0.0,colorado,train
EMIT_L1B_RAD_001_20230627T170713_2317811_016,"POLYGON ((-110.7879868 36.4627876, -111.2593307 35.8290443, -110.5293045 35.2860832, -110.0579605 35.9198265, -110.7879868 36.4627876))",1,-110.65864561693901,35.87443540123885,0.0,colorado,train
EMIT_L1B_RAD_001_20230627T170701_2317811_015,"POLYGON ((-111.4729309 36.9570923, -111.9373932 36.3180923, -111.1944733 35.7780991, -110.730011 36.417099, -111.4729309 36.9570923))",1,-111.33370210386158,36.36759568301668,0.0,colorado,train
EMIT_L1B_RAD_001_20230420T200053_2311013_016,"POLYGON ((-111.0959244 36.5937157, -111.5725327 35.9491158, -110.83918 35.4068794, -110.3625717 36.0514793, -111.0959244 36.5937157))",1,-110.96755220000001,36.00029755,0.0,colorado,train
EMIT_L1B_RAD_001_20230420T200105_2311013_017,"POLYGON ((-110.4177704 36.0961838, -110.9005737 35.4571152, -110.1798706 34.9126282, -109.6970673 35.5516968, -110.4177704 36.0961838))",1,-110.29882049999999,35.504406,8.0,colorado,train
EMIT_L1B_RAD_001_20231020T192735_2329313_017,"POLYGON ((-110.3991699 37.1265793, -110.8657227 36.4786758, -110.1165161 35.9391785, -109.6499634 36.5870819, -110.3991699 37.1265793))",1,-110.25784303687186,36.53287888153169,8.0,colorado,train
EMIT_L1B_RAD_001_20230623T184533_2317412_016,"POLYGON ((-111.292923 35.9771461, -111.7720032 35.3461952, -111.055603 34.8022194, -110.5765228 35.4331703, -111.292923 35.9771461))",1,-111.174263,35.38968275,0.0,colorado,train
EMIT_L1B_RAD_001_20230627T170725_2317811_017,"POLYGON ((-110.111824 35.9632339, -110.5890274 35.3351898, -109.8719254 34.7903214, -109.394722 35.4183655, -110.111824 35.9632339))",1,-109.9918747,35.37677765000001,8.0,colorado,train
EMIT_L1B_RAD_001_20231016T210430_2328914_018,"POLYGON ((-109.7933807 36.1392021, -110.2675629 35.5104179, -109.5460968 34.9663353, -109.0719147 35.5951195, -109.7933807 36.1392021))",2,-109.66973878308806,35.55276869883669,8.0,colorado,train
EMIT_L1B_RAD_001_20231006T174738_2327912_011,"POLYGON ((-110.3974915 37.0877266, -111.2335815 36.4823647, -110.7666321 35.8374367, -109.930542 36.4427986, -110.3974915 37.0877266))",2,-110.58206176681475,36.462581649498425,0.0,colorado,train
EMIT_L1B_RAD_001_20231006T174726_2327912_010,"POLYGON ((-111.0815964 36.5940666, -111.9073105 35.987545, -111.4374924 35.3479424, -110.6117783 35.954464, -111.0815964 36.5940666))",2,-111.25954440000001,35.97100450000001,0.0,colorado,train
EMIT_L1B_RAD_001_20231020T192747_2329313_018,"POLYGON ((-109.7094345 36.6330185, -110.1833878 35.9913559, -109.4493332 35.4491425, -108.9753799 36.0908051, -109.7094345 36.6330185))",2,-109.57938385,36.04108049999999,8.0,colorado,train
EMIT_L1B_RAD_001_20231009T170025_2328211_015,"POLYGON ((-108.2098465 41.7995186, -109.8113022 40.9017754, -109.422081 40.2074547, -107.8206253 41.1051979, -108.2098465 41.7995186))",3,-108.81596375000002,41.00348665,5.0,colorado,train
EMIT_L1B_RAD_001_20231021T183953_2329412_018,"POLYGON ((-107.1880569 39.0060425, -107.6267166 38.3392868, -106.2690353 37.4460754, -105.8303757 38.1128311, -107.1880569 39.0060425))",3,-106.72854613467044,38.226058952269646,1.0,colorado,train
EMIT_L1B_RAD_001_20230809T165314_2322111_020,"POLYGON ((-107.6929703 39.8797035, -108.6265488 39.2968178, -108.2034531 38.619175, -107.2698746 39.2020607, -107.6929703 39.8797035))",3,-107.94821169999999,39.249439249999995,1.0,colorado,train
EMIT_L1B_RAD_001_20231016T210407_2328914_016,"POLYGON ((-111.1614838 37.1310196, -111.6238403 36.4910126, -110.875824 35.9506302, -110.4134674 36.5906372, -111.1614838 37.1310196))",3,-111.01865386699215,36.540824901345026,0.0,colorado,train
EMIT_L1B_RAD_001_20230809T165326_2322111_021,"POLYGON ((-106.9358902 40.3375816, -107.8853836 39.7607918, -107.4712143 39.0789986, -106.5217209 39.6557884, -106.9358902 40.3375816))",3,-107.20355225000002,39.7082901,1.0,colorado,train
EMIT_L1B_RAD_001_20230428T164542_2311811_010,"POLYGON ((-109.9177246 37.1510849, -110.3851929 36.5016174, -109.0609589 35.5484848, -108.5934906 36.1979523, -109.9177246 37.1510849))",4,-109.48934175,36.349784850000006,8.0,colorado,train
EMIT_L1B_RAD_001_20230624T175617_2317512_010,"POLYGON ((-110.8319397 39.8399582, -111.2520294 39.1682739, -110.4211426 38.648613, -110.0010529 39.3202972, -110.8319397 39.8399582))",4,-110.62654115551584,39.24428558266303,7.0,colorado,train
EMIT_L1B_RAD_001_20231020T192759_2329313_019,"POLYGON ((-109.0288467 36.1358871, -109.5108414 35.4994888, -108.7919693 34.9550247, -108.3099747 35.591423, -109.0288467 36.1358871))",4,-108.91040803308127,35.54545589874336,8.0,colorado,train
EMIT_L1B_RAD_001_20231006T174849_2327912_017,"POLYGON ((-106.0609436 39.9459534, -106.9974518 39.366333, -106.5802765 38.6923065, -105.6437683 39.2719269, -106.0609436 39.9459534))",5,-106.32061004999997,39.31912995,1.0,colorado,train
EMIT_L1B_RAD_001_20230628T161825_2317911_009,"POLYGON ((-108.1564102 38.9018745, -108.5924606 38.2411003, -107.7910233 37.7122231, -107.3549728 38.3729973, -108.1564102 38.9018745))",5,-107.97371671719497,38.3070488017201,1.0,colorado,train
EMIT_L1B_RAD_001_20230831T152612_2324310_002,"POLYGON ((-111.6094666 36.7533875, -112.0824127 36.107666, -111.3427429 35.5659103, -110.8697968 36.2116318, -111.6094666 36.7533875))",5,-111.47610475,36.1596489,0.0,colorado,train
EMIT_L1B_RAD_001_20231005T183625_2327812_015,"POLYGON ((-110.6960678 40.800827, -111.6626053 40.2292938, -111.2580795 39.5451965, -110.2915421 40.1167297, -110.6960678 40.800827))",5,-110.9770736827426,40.173011751319834,7.0,colorado,train
EMIT_L1B_RAD_001_20231010T161045_2328311_004,"POLYGON ((-111.1650696 35.9845619, -111.9668427 35.3742027, -111.4850769 34.7413521, -110.6833038 35.3517113, -111.1650696 35.9845619))",5,-111.32507325,35.362957,0.0,colorado,train
EMIT_L1B_RAD_001_20230420T200041_2311013_015,"POLYGON ((-111.7822647 37.0860176, -112.2514267 36.4366417, -111.5057144 35.8978844, -111.0365524 36.5472603, -111.7822647 37.0860176))",5,-111.64398955000001,36.491951,0.0,colorado,train
EMIT_L1B_RAD_001_20230624T175605_2317512_009,"POLYGON ((-111.5890427 40.2986679, -112.0010757 39.6221542, -111.1534195 39.1058884, -110.7413864 39.782402, -111.5890427 40.2986679))",5,-111.37123107322331,39.70227813461945,7.0,colorado,train
EMIT_L1B_RAD_001_20230625T170802_2317611_004,"POLYGON ((-106.696991 41.0529938, -107.0961304 40.369606, -106.2246399 39.8605957, -105.8255005 40.5439835, -106.696991 41.0529938))",5,-106.46081545,40.45679474999999,1.0,colorado,train
EMIT_L1B_RAD_001_20230610T162155_2316111_012,"POLYGON ((-108.5383682 36.605423, -109.9124069 35.5900269, -109.4423599 34.953949, -108.0683212 35.9693451, -108.5383682 36.605423))",5,-108.99036405,35.779686,8.0,colorado,train
EMIT_L1B_RAD_001_20231006T174825_2327912_015,"POLYGON ((-107.5486755 39.0147552, -108.4483032 38.4246216, -108.0119019 37.7593384, -107.1122742 38.349472, -107.5486755 39.0147552))",5,-107.7802887,38.38704680000001,1.0,colorado,train
EMIT_L1B_RAD_001_20230416T213723_2310614_014,"POLYGON ((-111.9025574 36.6229973, -112.3775635 35.9791069, -111.6432343 35.4373741, -111.1682281 36.0812645, -111.9025574 36.6229973))",6,-111.772895816969,36.03018570138236,0.0,colorado,train
EMIT_L1B_RAD_001_20231009T170013_2328211_014,"POLYGON ((-109.6034393 41.0149078, -110.5766602 40.4487076, -110.1778107 39.7631531, -109.2045898 40.3293533, -109.6034393 41.0149078))",6,-109.890625,40.38903045,5.0,colorado,train
EMIT_L1B_RAD_001_20231021T183941_2329412_017,"POLYGON ((-107.928772 39.4753761, -108.3577118 38.8025017, -107.534256 38.2775688, -107.1053162 38.9504433, -107.928772 39.4753761))",6,-107.73151399471614,38.87647246729083,1.0,colorado,train
EMIT_L1B_RAD_001_20231005T183613_2327812_014,"POLYGON ((-111.4656982 40.3490257, -112.4128876 39.771122, -111.9980011 39.0911064, -111.0508118 39.6690102, -111.4656982 40.3490257))",7,-111.7318496896567,39.720066068390175,7.0,colorado,train
EMIT_L1B_RAD_001_20231017T201535_2329013_018,"POLYGON ((-108.1905594 39.2687645, -108.618187 38.6063347, -107.5327835 37.9056664, -107.1051559 38.5680962, -108.1905594 39.2687645))",7,-107.86167145000002,38.587215449999995,1.0,colorado,train
EMIT_L1B_RAD_001_20231006T174837_2327912_016,"POLYGON ((-106.8104782 39.4834595, -107.7273636 38.8971176, -107.2995682 38.2281494, -106.3826828 38.8144913, -106.8104782 39.4834595))",7,-107.0550232,38.85580445000001,1.0,colorado,train
EMIT_L1B_RAD_001_20230402T195151_2309213_010,"POLYGON ((-111.4303131 37.0092545, -112.2622528 36.4036026, -111.7894592 35.754158, -110.9575195 36.3598099, -111.4303131 37.0092545))",8,-111.60988615,36.38170624999999,0.0,colorado,train
EMIT_L1B_RAD_001_20230529T211724_2314914_012,"POLYGON ((-111.4612885 37.1640549, -112.3003082 36.5599518, -111.8368225 35.9162369, -110.9978027 36.52034, -111.4612885 37.1640549))",8,-111.64905546681783,36.54014589949772,0.0,colorado,train
EMIT_L1B_RAD_001_20231017T201447_2329013_014,"POLYGON ((-111.2249908 41.0971718, -111.6221161 40.4165535, -110.7502289 39.9078331, -110.3531036 40.5884514, -111.2249908 41.0971718))",9,-110.98760984999998,40.502502449999994,7.0,colorado,train
EMIT_L1B_RAD_001_20230605T185033_2315613_014,"POLYGON ((-109.3177261 41.0042992, -110.289711 40.436512, -109.8921432 39.7559319, -108.9201584 40.323719, -109.3177261 41.0042992))",9,-109.60493467533591,40.38011553404731,5.0,colorado,train
EMIT_L1B_RAD_001_20231017T201511_2329013_016,"POLYGON ((-109.684433 40.1955223, -110.0995941 39.5225105, -109.2592926 39.0041618, -108.8441315 39.6771736, -109.684433 40.1955223))",9,-109.4718628,39.59984205,5.0,colorado,train
EMIT_L1B_RAD_001_20231009T165949_2328211_012,"POLYGON ((-111.1410217 40.1110077, -112.0805664 39.5322723, -111.6632385 38.8547668, -110.7236938 39.4335022, -111.1410217 40.1110077))",10,-111.40213010000001,39.482887250000005,7.0,colorado,train
EMIT_L1B_RAD_001_20231009T170001_2328211_013,"POLYGON ((-110.3780823 40.5663033, -111.3343353 39.9928169, -110.9255371 39.3111687, -109.9692841 39.884655, -110.3780823 40.5663033))",10,-110.65180969297332,39.938735982776564,7.0,colorado,train
EMIT_L1B_RAD_001_20230609T171121_2316011_013,"POLYGON ((-109.9282532 39.8455505, -110.8765564 39.2540741, -110.4580231 38.583046, -109.5097198 39.1745224, -109.9282532 39.8455505))",11,-110.193138117064,39.214298249053094,7.0,colorado,train
EMIT_L1B_RAD_001_20231025T170442_2329811_007,"POLYGON ((-106.857132 39.095768, -107.2912292 38.4296074, -106.4832458 37.9031029, -106.0491486 38.5692635, -106.857132 39.095768))",11,-106.67018890000001,38.49943545,1.0,colorado,train
EMIT_L1B_RAD_001_20230927T214753_2327014_014,"POLYGON ((-110.3543777 41.6395035, -112.0804825 40.657402, -111.6868668 39.9655991, -109.960762 40.9477005, -110.3543777 41.6395035))",11,-111.02062223510937,40.80255128537262,7.0,colorado,train
EMIT_L1B_RAD_001_20231005T183649_2327812_017,"POLYGON ((-109.0904083 41.7101288, -110.128479 41.1292953, -109.7407837 40.4364014, -108.702713 41.0172348, -109.0904083 41.7101288))",12,-109.41559599181821,41.07326508269028,5.0,colorado,train
EMIT_L1B_RAD_001_20230221T185525_2305212_028,"POLYGON ((-111.1274567 37.2427368, -111.5954285 36.5911331, -110.8448486 36.0520859, -110.3768768 36.7036896, -111.1274567 37.2427368))",12,-110.98615265000001,36.64741135,0.0,colorado,train
EMIT_L1B_RAD_001_20230809T165338_2322111_022,"POLYGON ((-106.1682587 40.7903938, -107.1343384 40.2195625, -106.7289886 39.5335503, -105.7629089 40.1043816, -106.1682587 40.7903938))",13,-106.44862365000002,40.16197205,1.0,colorado,train
